"","GSM7840464","GSM7840465","GSM7840466","GSM7840467","GSM7840468","GSM7840469","GSM7840470","GSM7840471","GSM7840472"
"ENSMUSG00000030041",0,0,0,0,0,1,0,0,1
"ENSMUSG00000037012",48,83,66,76,20,46,44,58,48
"ENSMUSG00000030043",0,0,0,1,0,0,0,0,0
"ENSMUSG00000030042",236,471,236,331,196,277,269,313,263
"ENSMUSG00000092134",0,0,0,0,0,0,0,0,0
"ENSMUSG00000092137",0,0,0,0,0,0,0,0,0
"ENSMUSG00000092131",0,1,0,0,0,0,3,1,0
"ENSMUSG00000030048",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104526",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104527",0,0,0,0,0,0,0,0,0
"ENSMUSG00000019590",75,98,59,61,20,40,181,81,60
"ENSMUSG00000104525",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104522",0,0,0,0,0,0,0,0,0
"ENSMUSG00000096808",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104520",20,3,2,3,2,7,0,1,9
"ENSMUSG00000104521",0,0,0,0,0,0,0,0,0
"ENSMUSG00000096805",0,0,0,0,0,2,0,0,0
"ENSMUSG00000096807",0,0,0,2,0,0,0,0,0
"ENSMUSG00000096806",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104528",117,74,117,38,64,48,39,62,74
"ENSMUSG00000104529",0,0,0,0,0,0,0,0,1
"ENSMUSG00000048015",0,0,0,0,0,0,0,0,0
"ENSMUSG00000048013",0,0,0,0,0,0,0,0,0
"ENSMUSG00000048012",1,3,0,6,7,1,5,0,1
"ENSMUSG00000030292",0,0,0,0,0,0,0,1,0
"ENSMUSG00000090406",0,0,0,0,0,0,0,0,0
"ENSMUSG00000090404",0,0,0,0,0,0,0,0,0
"ENSMUSG00000031312",0,1,2,3,0,0,0,2,2
"ENSMUSG00000031310",216,276,182,206,185,225,155,317,271
"ENSMUSG00000031311",1126,1638,910,1125,882,965,1146,1518,1286
"ENSMUSG00000031314",311,160,218,269,151,185,139,116,119
"ENSMUSG00000090408",0,0,0,0,0,0,0,0,0
"ENSMUSG00000061615",0,0,3,3,0,0,0,0,0
"ENSMUSG00000023411",3,6,13,4,3,6,2,10,0
"ENSMUSG00000101329",0,0,0,0,0,0,0,0,0
"ENSMUSG00000073226",1,0,0,0,0,0,0,0,0
"ENSMUSG00000021301",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021302",73,105,67,59,57,64,48,98,85
"ENSMUSG00000021303",0,0,0,0,0,0,2,0,0
"ENSMUSG00000029158",0,0,0,0,0,0,0,0,0
"ENSMUSG00000029151",3,6,0,6,7,2,6,5,2
"ENSMUSG00000029153",495,720,398,449,377,464,215,285,465
"ENSMUSG00000029152",1146,1521,934,1180,877,1160,945,928,850
"ENSMUSG00000029155",0,0,0,0,0,0,0,0,0
"ENSMUSG00000029154",0,0,0,0,0,0,0,0,0
"ENSMUSG00000029156",36,37,38,40,17,18,9,29,18
"ENSMUSG00000105696",0,0,0,0,0,0,0,0,0
"ENSMUSG00000105695",0,0,0,0,0,0,0,0,0
"ENSMUSG00000105694",0,0,0,0,0,0,0,0,0
"ENSMUSG00000105693",0,0,0,0,0,0,0,0,0
"ENSMUSG00000105692",12,46,28,24,25,14,40,30,27
"ENSMUSG00000105691",2,8,0,1,0,0,1,1,1
"ENSMUSG00000105699",0,0,0,0,0,0,0,0,0
"ENSMUSG00000105698",0,0,0,0,0,0,0,0,0
"ENSMUSG00000062296",0,0,0,2,0,0,0,0,0
"ENSMUSG00000025815",1102,1114,1139,1100,867,1185,505,1296,837
"ENSMUSG00000025816",75,107,76,95,59,57,39,68,71
"ENSMUSG00000025817",203,249,168,177,159,182,205,206,141
"ENSMUSG00000025810",507,943,692,596,902,641,1615,821,758
"ENSMUSG00000025812",757,1279,679,730,661,816,978,1174,898
"ENSMUSG00000025813",246,339,314,346,345,253,264,399,238
"ENSMUSG00000053678",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106702",0,0,0,0,0,0,0,0,0
"ENSMUSG00000103555",0,0,0,0,0,0,0,0,0
"ENSMUSG00000022455",0,0,0,0,0,0,0,0,0
"ENSMUSG00000022454",0,0,0,0,0,0,0,0,0
"ENSMUSG00000022456",0,3,4,3,2,0,2,0,0
"ENSMUSG00000022451",554,1128,565,556,458,623,879,857,792
"ENSMUSG00000022450",1475,2165,1057,1709,1038,1027,772,1375,1160
"ENSMUSG00000022453",404,599,334,377,346,312,284,579,388
"ENSMUSG00000022452",587,696,434,675,477,430,277,405,414
"ENSMUSG00000103550",0,0,0,0,0,0,0,0,0
"ENSMUSG00000067001",1,0,0,0,0,0,0,2,0
"ENSMUSG00000042719",260,260,262,241,219,241,279,317,318
"ENSMUSG00000042712",97,246,87,97,77,110,90,139,133
"ENSMUSG00000036835",40,60,32,50,34,21,30,38,36
"ENSMUSG00000036832",0,2,0,1,0,0,0,0,0
"ENSMUSG00000036833",1556,1930,1417,1573,1351,1498,1145,1577,1334
"ENSMUSG00000069171",6,13,10,3,3,9,6,22,2
"ENSMUSG00000069170",59,222,182,175,149,180,16,65,170
"ENSMUSG00000028688",93,111,84,83,88,88,63,104,84
"ENSMUSG00000028689",54,54,67,46,49,58,39,57,43
"ENSMUSG00000028687",2,6,0,8,1,1,3,5,1
"ENSMUSG00000028684",976,899,798,890,752,818,473,720,624
"ENSMUSG00000028683",77,176,85,114,79,76,145,149,76
"ENSMUSG00000028680",1029,3771,1119,1809,489,1004,1376,1150,424
"ENSMUSG00000028681",11,70,7,23,9,17,16,26,15
"ENSMUSG00000049878",218,370,196,191,193,185,206,231,187
"ENSMUSG00000049871",4,8,8,3,2,1,6,1,9
"ENSMUSG00000049872",5,5,6,2,2,3,0,1,5
"ENSMUSG00000059319",0,0,0,0,0,0,0,0,0
"ENSMUSG00000029482",462,2267,1088,1325,764,986,272,1058,497
"ENSMUSG00000029480",207,228,140,164,133,185,211,248,175
"ENSMUSG00000029486",370,409,294,339,252,368,224,283,296
"ENSMUSG00000029484",46,59,44,48,18,61,32,28,21
"ENSMUSG00000035566",2,36,15,4,10,6,19,18,17
"ENSMUSG00000035561",1001,531,603,586,449,816,166,524,311
"ENSMUSG00000035560",0,0,0,0,0,0,0,0,0
"ENSMUSG00000035569",1009,1228,739,714,596,754,969,1377,1035
"ENSMUSG00000020167",180,291,169,169,178,150,204,267,232
"ENSMUSG00000020166",379,534,355,331,308,326,389,469,365
"ENSMUSG00000020164",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020163",874,1520,645,1171,769,771,531,895,812
"ENSMUSG00000020160",30,15,16,34,37,12,26,41,29
"ENSMUSG00000020169",0,0,0,1,0,0,0,0,0
"ENSMUSG00000020168",0,0,0,0,0,0,0,0,0
"ENSMUSG00000025102",95,99,75,81,79,103,61,69,69
"ENSMUSG00000028351",0,0,0,0,0,0,0,0,0
"ENSMUSG00000028354",6,7,2,0,13,0,34,18,3
"ENSMUSG00000025104",11,10,9,5,15,14,10,18,8
"ENSMUSG00000028357",5,4,7,8,4,8,8,10,8
"ENSMUSG00000028358",22,12,10,11,9,7,2,18,16
"ENSMUSG00000028359",3,35,9,14,2,21,84,23,8
"ENSMUSG00000013539",496,624,505,684,421,505,307,727,511
"ENSMUSG00000046793",0,0,0,0,0,0,0,0,0
"ENSMUSG00000105168",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087148",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087149",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087142",0,1,1,1,0,9,0,0,3
"ENSMUSG00000087143",3,3,0,2,3,2,3,4,4
"ENSMUSG00000087140",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087141",1106,1412,1679,1229,1476,1073,1511,1859,885
"ENSMUSG00000087146",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087147",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087145",0,0,0,0,0,0,0,0,0
"ENSMUSG00000018509",132,194,104,146,114,117,155,130,124
"ENSMUSG00000018507",17,24,22,16,17,11,18,24,9
"ENSMUSG00000018500",0,0,0,0,0,0,0,0,0
"ENSMUSG00000018501",1080,1373,1043,879,723,858,1176,1511,1390
"ENSMUSG00000032038",809,1471,921,932,971,809,1264,1189,846
"ENSMUSG00000052428",938,991,928,695,692,1087,731,648,626
"ENSMUSG00000086819",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086818",0,0,0,0,0,0,0,0,0
"ENSMUSG00000052423",154,168,113,145,96,88,152,207,146
"ENSMUSG00000032033",0,0,0,0,0,0,1,1,2
"ENSMUSG00000032030",213,210,188,163,152,202,203,188,153
"ENSMUSG00000086814",0,0,0,0,0,0,0,0,0
"ENSMUSG00000032036",0,1,0,1,0,3,1,1,2
"ENSMUSG00000086812",0,0,0,0,0,0,0,0,0
"ENSMUSG00000032034",1,1,0,0,0,2,2,0,1
"ENSMUSG00000032035",162,117,236,28,34,36,139,264,275
"ENSMUSG00000090638",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087495",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087496",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087497",19,15,14,21,28,16,7,18,16
"ENSMUSG00000087491",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087492",0,0,0,0,0,0,0,0,0
"ENSMUSG00000048834",0,0,0,0,0,0,0,0,0
"ENSMUSG00000048833",1015,1395,1008,895,652,1135,722,945,923
"ENSMUSG00000048832",165,186,133,137,122,157,278,210,134
"ENSMUSG00000048830",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024479",686,824,518,544,583,598,652,645,685
"ENSMUSG00000021488",812,1004,722,693,650,636,810,1149,927
"ENSMUSG00000050368",0,0,0,0,0,0,0,0,0
"ENSMUSG00000062649",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024471",0,0,0,0,0,0,0,0,2
"ENSMUSG00000021482",400,481,286,293,210,256,224,333,378
"ENSMUSG00000021481",31,111,25,43,61,57,36,90,48
"ENSMUSG00000024472",198,166,223,134,151,161,139,187,126
"ENSMUSG00000021486",1413,2069,1193,1556,1200,1441,1161,1496,1357
"ENSMUSG00000021485",0,0,3,4,1,0,0,0,2
"ENSMUSG00000021484",3586,4956,3418,3112,2686,3791,3558,3736,3412
"ENSMUSG00000041268",430,285,384,326,380,406,197,428,227
"ENSMUSG00000000402",0,1,2,1,1,1,0,0,0
"ENSMUSG00000090635",0,0,0,0,0,0,0,0,0
"ENSMUSG00000033075",109,176,92,103,96,97,129,146,153
"ENSMUSG00000005364",0,1,0,0,0,2,0,0,0
"ENSMUSG00000005360",3,1,2,1,5,7,4,4,2
"ENSMUSG00000005362",386,523,436,310,283,369,246,449,306
"ENSMUSG00000049122",0,0,0,0,0,0,0,0,0
"ENSMUSG00000049123",0,0,0,0,0,0,0,0,0
"ENSMUSG00000049124",117,52,51,84,70,48,49,51,42
"ENSMUSG00000036136",16,32,24,53,14,11,35,20,21
"ENSMUSG00000049128",0,0,0,0,0,0,0,0,0
"ENSMUSG00000062647",1013,1388,571,828,621,579,1013,1510,998
"ENSMUSG00000007216",40,49,39,27,24,23,31,43,39
"ENSMUSG00000059375",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004099",149,236,146,123,127,164,149,293,194
"ENSMUSG00000004098",1106,1425,803,827,734,906,333,1185,1644
"ENSMUSG00000059371",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004096",478,654,378,498,423,494,592,628,518
"ENSMUSG00000059379",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086369",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086368",0,1,0,1,1,0,0,0,1
"ENSMUSG00000086365",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086364",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086367",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086366",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086361",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086360",0,0,0,0,0,0,0,0,1
"ENSMUSG00000086363",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107280",0,0,0,1,0,0,0,0,0
"ENSMUSG00000096024",0,0,0,0,0,0,0,0,0
"ENSMUSG00000036160",166,237,106,71,82,78,117,141,99
"ENSMUSG00000099034",3,4,3,3,4,4,3,5,1
"ENSMUSG00000030522",418,600,439,407,321,457,369,609,432
"ENSMUSG00000030523",0,0,0,1,3,0,0,0,0
"ENSMUSG00000030521",98,194,93,93,98,102,208,179,154
"ENSMUSG00000030527",172,250,157,133,139,149,273,244,224
"ENSMUSG00000030525",0,0,0,1,0,0,0,0,0
"ENSMUSG00000030528",25,35,18,29,10,35,20,37,39
"ENSMUSG00000070702",0,0,0,6,0,0,0,0,0
"ENSMUSG00000070704",6422,6001,5231,5787,4653,6728,2415,4864,3990
"ENSMUSG00000070705",35,81,34,38,47,40,27,48,74
"ENSMUSG00000070708",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070709",59,24,43,32,44,37,5,30,28
"ENSMUSG00000101951",0,0,0,0,0,0,0,0,0
"ENSMUSG00000098434",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004542",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004540",0,0,0,0,0,0,0,0,0
"ENSMUSG00000098439",0,0,0,0,0,0,0,0,0
"ENSMUSG00000078783",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095984",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095606",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095607",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095605",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095602",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095603",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095601",0,0,0,0,0,0,0,0,0
"ENSMUSG00000098456",0,0,0,1,0,0,0,0,0
"ENSMUSG00000095608",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095609",0,0,0,0,0,0,0,0,0
"ENSMUSG00000094133",0,0,0,0,0,0,0,0,0
"ENSMUSG00000098382",0,0,0,0,0,0,0,0,0
"ENSMUSG00000098383",0,0,0,0,0,0,0,0,0
"ENSMUSG00000098386",0,0,0,0,0,0,0,0,0
"ENSMUSG00000098387",40,86,30,21,15,15,41,84,75
"ENSMUSG00000058966",6,12,2,8,3,5,1,7,4
"ENSMUSG00000047977",0,0,0,0,0,0,0,0,0
"ENSMUSG00000047976",0,0,0,0,0,0,0,0,0
"ENSMUSG00000100399",0,0,0,0,0,0,0,0,0
"ENSMUSG00000034317",4,5,2,6,3,5,0,2,4
"ENSMUSG00000034311",0,2,3,8,1,3,1,6,9
"ENSMUSG00000034310",0,0,0,0,0,0,0,0,0
"ENSMUSG00000034312",525,427,479,364,366,464,509,720,501
"ENSMUSG00000038412",278,338,261,444,259,286,115,246,162
"ENSMUSG00000074771",0,0,0,0,0,0,0,0,0
"ENSMUSG00000074776",0,0,0,0,0,0,0,0,0
"ENSMUSG00000046593",0,0,0,2,2,0,1,0,0
"ENSMUSG00000046590",0,0,0,0,0,0,0,0,0
"ENSMUSG00000046591",1,0,1,1,0,1,0,0,2
"ENSMUSG00000046598",3355,6494,4766,5773,3792,6400,2299,2677,3699
"ENSMUSG00000097374",0,0,0,0,0,0,0,0,0
"ENSMUSG00000044083",0,0,0,0,0,0,0,0,0
"ENSMUSG00000097376",0,0,0,0,0,0,0,3,0
"ENSMUSG00000069237",925,1394,842,892,725,988,677,1012,875
"ENSMUSG00000100395",0,0,0,0,0,0,0,0,0
"ENSMUSG00000038418",257,828,454,82,91,909,2614,422,1185
"ENSMUSG00000037692",169,119,230,27,126,193,35,115,273
"ENSMUSG00000108329",0,0,0,0,0,0,0,0,0
"ENSMUSG00000046623",0,1,0,0,0,0,0,0,0
"ENSMUSG00000079242",12,11,17,5,13,18,6,9,31
"ENSMUSG00000079243",3,1,2,10,8,0,19,26,1
"ENSMUSG00000079244",0,0,1,0,0,0,0,0,2
"ENSMUSG00000079247",0,0,0,0,0,0,0,0,0
"ENSMUSG00000044994",0,0,0,0,0,0,0,0,0
"ENSMUSG00000044997",0,0,0,0,0,0,0,0,0
"ENSMUSG00000044991",43,75,58,77,67,69,29,52,26
"ENSMUSG00000035042",7,22,19,10,11,13,10,8,7
"ENSMUSG00000035041",3927,6435,3914,3797,3466,3963,3955,5490,3400
"ENSMUSG00000035047",205,265,137,177,181,116,223,259,141
"ENSMUSG00000100993",0,0,0,0,0,0,0,0,0
"ENSMUSG00000035045",0,0,1,2,0,0,0,0,3
"ENSMUSG00000035048",391,516,261,478,346,336,254,329,306
"ENSMUSG00000035049",79,160,75,79,71,77,247,166,55
"ENSMUSG00000002658",295,394,265,317,310,243,477,380,282
"ENSMUSG00000041014",0,0,0,0,0,0,0,0,0
"ENSMUSG00000041012",542,754,505,528,339,501,316,643,575
"ENSMUSG00000030610",65,147,85,100,71,88,74,114,82
"ENSMUSG00000044664",0,0,0,0,0,0,0,0,0
"ENSMUSG00000010554",214,287,157,142,150,205,229,235,177
"ENSMUSG00000030611",171,175,154,163,132,139,103,154,144
"ENSMUSG00000001300",45,84,33,36,26,30,34,82,70
"ENSMUSG00000001305",110,154,69,85,83,102,178,130,93
"ENSMUSG00000010080",2,0,2,0,7,0,3,1,0
"ENSMUSG00000010086",0,0,0,0,0,0,0,0,0
"ENSMUSG00000014704",3,7,4,3,1,1,12,5,0
"ENSMUSG00000058101",0,0,0,0,0,0,0,0,0
"ENSMUSG00000050751",0,0,0,0,0,0,0,0,1
"ENSMUSG00000050756",0,0,0,0,0,0,0,0,0
"ENSMUSG00000108234",2,0,0,1,0,0,0,0,0
"ENSMUSG00000029551",107,115,110,143,141,87,48,92,72
"ENSMUSG00000035033",0,0,0,0,0,0,0,0,0
"ENSMUSG00000041907",2,0,0,0,0,0,0,0,0
"ENSMUSG00000090176",0,1,0,0,0,0,0,0,0
"ENSMUSG00000090175",2205,1423,856,853,485,987,340,947,804
"ENSMUSG00000090174",1,0,3,0,2,0,1,4,0
"ENSMUSG00000090173",0,3,0,1,0,0,0,0,0
"ENSMUSG00000090171",1,0,0,1,2,92,1,2899,0
"ENSMUSG00000086069",0,0,0,0,0,0,0,0,0
"ENSMUSG00000105909",21,16,15,23,13,27,13,21,16
"ENSMUSG00000105907",13,20,13,13,22,13,3,28,6
"ENSMUSG00000105906",3,1,1,2,4,1,0,0,1
"ENSMUSG00000105903",0,0,0,0,0,0,0,0,0
"ENSMUSG00000105900",0,0,0,0,0,0,0,0,0
"ENSMUSG00000057903",0,0,0,0,0,0,0,0,0
"ENSMUSG00000006589",222,216,136,125,176,99,237,394,146
"ENSMUSG00000067352",0,0,0,0,0,0,0,0,0
"ENSMUSG00000067356",2,1,1,3,0,2,0,1,0
"ENSMUSG00000089689",0,0,0,0,0,0,0,0,0
"ENSMUSG00000094219",0,0,0,0,0,0,0,0,0
"ENSMUSG00000094217",0,0,0,0,0,0,0,0,0
"ENSMUSG00000094212",0,0,0,0,0,0,0,0,0
"ENSMUSG00000094211",0,0,0,0,0,0,0,0,0
"ENSMUSG00000006585",30,47,39,25,44,18,26,69,39
"ENSMUSG00000056366",0,0,0,0,0,0,0,0,0
"ENSMUSG00000056367",1,0,1,1,4,2,0,0,2
"ENSMUSG00000006587",1,4,1,0,6,1,1,7,1
"ENSMUSG00000047508",0,0,0,0,0,0,0,0,0
"ENSMUSG00000083919",0,0,0,0,0,0,0,0,0
"ENSMUSG00000047507",7,3,6,2,6,4,0,0,4
"ENSMUSG00000047502",14,4,8,2,6,5,3,6,9
"ENSMUSG00000047501",0,0,0,10,0,1,0,0,2
"ENSMUSG00000061602",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106285",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106287",1,0,0,0,0,0,0,0,0
"ENSMUSG00000085428",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106280",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106282",0,0,0,0,0,0,0,0,0
"ENSMUSG00000085423",0,0,0,1,0,0,0,2,0
"ENSMUSG00000085421",0,0,2,0,0,0,2,0,0
"ENSMUSG00000085420",0,0,0,0,0,0,0,0,0
"ENSMUSG00000085427",2,3,1,1,0,3,0,0,5
"ENSMUSG00000106288",7,0,1,5,4,3,0,1,0
"ENSMUSG00000085425",0,0,0,0,0,0,0,0,0
"ENSMUSG00000085424",0,0,0,0,0,0,0,0,0
"ENSMUSG00000027606",0,0,0,0,0,0,0,0,0
"ENSMUSG00000051735",16,30,18,15,11,18,26,20,28
"ENSMUSG00000038866",391,794,620,603,399,487,407,645,557
"ENSMUSG00000038861",525,604,418,471,360,517,349,571,389
"ENSMUSG00000038860",0,16,0,3,1,0,2,3,1
"ENSMUSG00000051730",111,107,81,103,95,109,86,74,84
"ENSMUSG00000076848",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076846",0,0,0,0,0,0,0,0,0
"ENSMUSG00000018347",59,86,41,39,45,34,53,68,54
"ENSMUSG00000018340",1822,1864,1354,1456,1143,1536,887,1710,1328
"ENSMUSG00000018341",1,0,1,2,0,2,0,1,0
"ENSMUSG00000076840",0,0,0,0,0,0,0,0,0
"ENSMUSG00000052629",0,0,0,0,0,0,0,0,0
"ENSMUSG00000052625",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107880",0,0,0,0,0,0,0,0,0
"ENSMUSG00000066551",341,582,382,458,411,387,148,441,305
"ENSMUSG00000107882",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107883",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107884",0,0,0,1,0,0,0,0,0
"ENSMUSG00000107886",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107887",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107889",0,0,0,0,0,0,0,0,0
"ENSMUSG00000054662",0,0,0,2,0,1,2,1,1
"ENSMUSG00000054667",0,0,0,0,0,0,0,0,0
"ENSMUSG00000054666",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063698",6,0,0,1,2,5,1,3,5
"ENSMUSG00000103416",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106423",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106422",1,1,0,1,1,1,0,1,1
"ENSMUSG00000103413",0,0,0,0,0,0,0,0,0
"ENSMUSG00000103412",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106427",1,1,1,1,1,1,3,2,2
"ENSMUSG00000103410",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106429",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106428",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063694",85,71,55,88,58,66,34,54,57
"ENSMUSG00000103419",0,0,0,0,0,0,0,0,0
"ENSMUSG00000090688",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087378",0,0,0,0,0,0,0,0,0
"ENSMUSG00000052997",370,464,254,253,214,271,346,371,292
"ENSMUSG00000054594",1,0,0,3,0,0,0,0,1
"ENSMUSG00000090681",0,0,0,0,0,0,0,0,0
"ENSMUSG00000054598",0,5,0,11,2,5,0,4,6
"ENSMUSG00000096108",0,2,0,0,0,0,0,1,0
"ENSMUSG00000011118",0,0,0,0,0,0,0,0,0
"ENSMUSG00000099338",14,20,17,22,29,16,7,14,20
"ENSMUSG00000099339",0,0,0,0,0,0,0,0,0
"ENSMUSG00000099336",0,0,0,0,0,0,0,0,0
"ENSMUSG00000096105",1708,3484,1631,1869,1088,1490,1003,2569,1646
"ENSMUSG00000096106",0,0,0,0,0,0,0,0,0
"ENSMUSG00000096107",0,0,0,3,0,0,0,0,0
"ENSMUSG00000096100",0,0,0,0,0,0,0,0,0
"ENSMUSG00000061022",0,0,0,0,0,0,0,0,0
"ENSMUSG00000017344",26914,33886,23351,25827,23659,20678,33708,36805,24054
"ENSMUSG00000061028",104,196,119,152,118,115,171,238,186
"ENSMUSG00000021973",513,830,550,477,365,543,309,526,392
"ENSMUSG00000021972",313,348,233,262,245,229,234,348,316
"ENSMUSG00000093880",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021977",0,0,0,0,0,0,0,0,0
"ENSMUSG00000093887",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021975",120,196,87,119,81,116,181,177,167
"ENSMUSG00000021974",3,3,2,2,0,3,0,3,2
"ENSMUSG00000021978",439,556,375,328,300,404,539,549,398
"ENSMUSG00000100144",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071014",474,385,352,521,391,390,168,289,209
"ENSMUSG00000100146",0,0,0,0,0,0,0,0,0
"ENSMUSG00000100147",9,38,12,19,15,22,13,21,8
"ENSMUSG00000100140",0,0,0,0,0,0,0,0,0
"ENSMUSG00000100141",0,0,0,0,0,0,0,0,0
"ENSMUSG00000100142",0,0,0,0,0,0,0,0,0
"ENSMUSG00000100143",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071019",0,0,0,0,0,0,0,0,0
"ENSMUSG00000100149",0,0,0,0,0,0,0,0,0
"ENSMUSG00000019124",0,0,0,0,1,0,1,0,2
"ENSMUSG00000019122",620,370,374,430,366,346,295,519,272
"ENSMUSG00000101819",0,0,0,0,0,0,0,0,0
"ENSMUSG00000033272",201,331,239,231,173,228,248,279,198
"ENSMUSG00000033276",8,12,29,15,12,18,10,14,22
"ENSMUSG00000101811",0,0,0,0,0,0,0,0,0
"ENSMUSG00000101810",0,0,0,0,0,0,0,0,0
"ENSMUSG00000101813",0,1,1,1,0,1,1,1,1
"ENSMUSG00000045349",1,4,2,2,0,0,0,7,6
"ENSMUSG00000101815",0,0,0,0,0,0,0,0,0
"ENSMUSG00000101817",0,0,0,0,0,0,0,0,0
"ENSMUSG00000101816",0,0,0,0,0,0,0,0,0
"ENSMUSG00000108779",0,0,0,0,0,0,0,0,0
"ENSMUSG00000108778",0,0,0,0,0,0,0,0,0
"ENSMUSG00000108773",0,0,0,0,0,0,0,0,0
"ENSMUSG00000108771",0,0,0,0,0,0,0,0,0
"ENSMUSG00000108770",0,0,0,0,0,0,0,0,0
"ENSMUSG00000108777",0,0,0,0,0,0,0,0,0
"ENSMUSG00000108776",0,0,0,0,0,0,0,0,0
"ENSMUSG00000108774",0,0,0,0,0,0,0,0,0
"ENSMUSG00000049241",0,0,0,0,0,1,0,0,0
"ENSMUSG00000049246",0,0,0,0,0,0,0,0,0
"ENSMUSG00000097087",0,0,0,0,0,0,0,0,0
"ENSMUSG00000049249",0,0,0,0,0,0,0,0,0
"ENSMUSG00000037190",93,116,55,97,72,64,52,88,55
"ENSMUSG00000037344",211,274,221,277,200,188,136,214,200
"ENSMUSG00000037196",0,1,0,0,0,0,0,0,0
"ENSMUSG00000037197",400,811,361,424,301,395,575,590,504
"ENSMUSG00000037343",196,325,195,181,285,190,297,295,212
"ENSMUSG00000097083",0,0,0,0,0,0,0,0,0
"ENSMUSG00000036574",0,0,0,0,0,0,0,0,0
"ENSMUSG00000091659",0,0,0,0,0,0,0,0,0
"ENSMUSG00000036572",226,229,171,182,198,185,188,267,224
"ENSMUSG00000036570",1669,1749,1193,1677,1360,1301,1300,1515,1403
"ENSMUSG00000091657",0,0,0,0,0,0,0,0,0
"ENSMUSG00000091656",0,0,0,0,0,0,0,0,0
"ENSMUSG00000091651",0,0,0,0,0,0,0,0,0
"ENSMUSG00000091650",0,0,0,0,0,0,0,0,0
"ENSMUSG00000036578",0,0,0,0,1,0,2,6,4
"ENSMUSG00000035268",164,170,116,135,108,114,201,248,113
"ENSMUSG00000018830",34,28,33,65,24,34,44,33,20
"ENSMUSG00000105240",0,0,0,0,0,0,0,0,0
"ENSMUSG00000038080",380,527,509,411,279,503,254,494,381
"ENSMUSG00000105243",1,11,2,5,6,0,4,6,5
